iteration;version;conf;grain;temps;
1;seq;guns;8;981.112
1;seq;guns;16;980.151
1;seq;guns;32;980.003
1;seq;guns;64;982.444
1;seq;random;8;1068.692
1;seq;random;16;1075.192
1;seq;random;32;1074.859
1;seq;random;64;1078.619
1;tuile;guns;8;1008.206
1;tuile;guns;16;991.085
1;tuile;guns;32;1017.984
1;tuile;guns;64;1063.875
1;tuile;random;8;1104.351
1;tuile;random;16;1112.563
1;tuile;random;32;1145.294
1;tuile;random;64;1175.238
1;tuile_opt;guns;8;465.050
1;tuile_opt;guns;16;238.424
1;tuile_opt;guns;32;118.840
1;tuile_opt;guns;64;23.535
1;tuile_opt;random;8;1103.389
1;tuile_opt;random;16;1114.266
1;tuile_opt;random;32;1145.716
1;tuile_opt;random;64;1056.964
2;seq;guns;8;995.613
2;seq;guns;16;979.451
2;seq;guns;32;981.649
2;seq;guns;64;974.078
2;seq;random;8;1073.559
2;seq;random;16;1082.710
2;seq;random;32;1076.482
2;seq;random;64;1076.395
2;tuile;guns;8;1005.313
2;tuile;guns;16;1001.927
2;tuile;guns;32;1017.499
2;tuile;guns;64;1063.581
2;tuile;random;8;1095.082
2;tuile;random;16;1114.095
2;tuile;random;32;1157.652
2;tuile;random;64;1172.236
2;tuile_opt;guns;8;466.065
2;tuile_opt;guns;16;229.498
2;tuile_opt;guns;32;117.151
2;tuile_opt;guns;64;22.821
2;tuile_opt;random;8;1101.922
2;tuile_opt;random;16;1131.927
2;tuile_opt;random;32;1146.798
2;tuile_opt;random;64;1056.777
3;seq;guns;8;981.456
3;seq;guns;16;980.126
3;seq;guns;32;1020.734
3;seq;guns;64;982.075
3;seq;random;8;1068.386
3;seq;random;16;1071.309
3;seq;random;32;1074.019
3;seq;random;64;1113.846
3;tuile;guns;8;1008.113
3;tuile;guns;16;996.933
3;tuile;guns;32;1017.061
3;tuile;guns;64;1066.046
3;tuile;random;8;1101.222
3;tuile;random;16;1112.158
3;tuile;random;32;1143.668
3;tuile;random;64;1175.451
3;tuile_opt;guns;8;466.076
3;tuile_opt;guns;16;230.498
3;tuile_opt;guns;32;117.817
3;tuile_opt;guns;64;25.695
3;tuile_opt;random;8;1100.818
3;tuile_opt;random;16;1111.277
3;tuile_opt;random;32;1140.701
3;tuile_opt;random;64;1056.557
4;seq;guns;8;980.687
4;seq;guns;16;979.646
4;seq;guns;32;981.894
4;seq;guns;64;980.617
4;seq;random;8;1080.317
4;seq;random;16;1075.770
4;seq;random;32;1076.704
4;seq;random;64;1073.310
4;tuile;guns;8;1006.267
4;tuile;guns;16;1001.083
4;tuile;guns;32;1017.131
4;tuile;guns;64;1064.351
4;tuile;random;8;1102.641
4;tuile;random;16;1113.678
4;tuile;random;32;1145.028
4;tuile;random;64;1173.068
4;tuile_opt;guns;8;466.787
4;tuile_opt;guns;16;230.291
4;tuile_opt;guns;32;117.495
4;tuile_opt;guns;64;22.301
4;tuile_opt;random;8;1102.359
4;tuile_opt;random;16;1115.605
4;tuile_opt;random;32;1145.703
4;tuile_opt;random;64;1055.469
5;seq;guns;8;980.366
5;seq;guns;16;990.963
5;seq;guns;32;982.118
5;seq;guns;64;981.140
5;seq;random;8;1075.087
5;seq;random;16;1076.460
5;seq;random;32;1076.691
5;seq;random;64;1076.193
5;tuile;guns;8;1008.193
5;tuile;guns;16;996.266
5;tuile;guns;32;1017.391
5;tuile;guns;64;1065.017
5;tuile;random;8;1101.583
5;tuile;random;16;1111.158
5;tuile;random;32;1144.972
5;tuile;random;64;1171.090
5;tuile_opt;guns;8;465.676
5;tuile_opt;guns;16;229.465
5;tuile_opt;guns;32;119.625
5;tuile_opt;guns;64;24.666
5;tuile_opt;random;8;1103.575
5;tuile_opt;random;16;1112.354
5;tuile_opt;random;32;1147.402
5;tuile_opt;random;64;1055.217
