iteration;version;taille;conf;grain;temps;
1;opt;512;guns;8;9.872
1;opt;512;guns;16;8.856
1;opt;512;guns;32;8.805
1;opt;512;guns;64;8.435
1;opt;512;random;8;20.140
1;opt;512;random;16;17.548
1;opt;512;random;32;14.081
1;opt;512;random;64;13.791
1;opt;1024;guns;8;33.206
1;opt;1024;guns;16;29.800
1;opt;1024;guns;32;30.892
1;opt;1024;guns;64;34.137
1;opt;1024;random;8;85.016
1;opt;1024;random;16;79.509
1;opt;1024;random;32;64.367
1;opt;1024;random;64;55.152
1;opt;2048;guns;8;110.848
1;opt;2048;guns;16;87.361
1;opt;2048;guns;32;80.907
1;opt;2048;guns;64;90.981
1;opt;2048;random;8;254.390
1;opt;2048;random;16;286.073
1;opt;2048;random;32;258.406
1;opt;2048;random;64;197.486
1;opt;4096;guns;8;417.181
1;opt;4096;guns;16;313.719
1;opt;4096;guns;32;299.590
1;opt;4096;guns;64;307.522
1;opt;4096;random;8;998.270
1;opt;4096;random;16;1023.918
1;opt;4096;random;32;921.685
1;opt;4096;random;64;757.725
2;opt;512;guns;8;7.523
2;opt;512;guns;16;6.665
2;opt;512;guns;32;6.638
2;opt;512;guns;64;6.361
2;opt;512;random;8;15.082
2;opt;512;random;16;13.170
2;opt;512;random;32;10.649
2;opt;512;random;64;10.393
2;opt;1024;guns;8;33.134
2;opt;1024;guns;16;29.707
2;opt;1024;guns;32;31.384
2;opt;1024;guns;64;33.796
2;opt;1024;random;8;84.466
2;opt;1024;random;16;94.487
2;opt;1024;random;32;58.576
2;opt;1024;random;64;49.618
2;opt;2048;guns;8;111.045
2;opt;2048;guns;16;84.624
2;opt;2048;guns;32;87.503
2;opt;2048;guns;64;94.254
2;opt;2048;random;8;275.529
2;opt;2048;random;16;282.719
2;opt;2048;random;32;234.400
2;opt;2048;random;64;196.717
2;opt;4096;guns;8;419.228
2;opt;4096;guns;16;330.027
2;opt;4096;guns;32;320.652
2;opt;4096;guns;64;337.553
2;opt;4096;random;8;1114.005
2;opt;4096;random;16;1036.231
2;opt;4096;random;32;890.037
2;opt;4096;random;64;837.698
3;opt;512;guns;8;7.494
3;opt;512;guns;16;6.735
3;opt;512;guns;32;6.935
3;opt;512;guns;64;6.411
3;opt;512;random;8;15.259
3;opt;512;random;16;13.613
3;opt;512;random;32;10.732
3;opt;512;random;64;10.859
3;opt;1024;guns;8;36.505
3;opt;1024;guns;16;29.711
3;opt;1024;guns;32;30.541
3;opt;1024;guns;64;33.802
3;opt;1024;random;8;84.051
3;opt;1024;random;16;88.006
3;opt;1024;random;32;60.792
3;opt;1024;random;64;54.826
3;opt;2048;guns;8;106.941
3;opt;2048;guns;16;82.371
3;opt;2048;guns;32;81.387
3;opt;2048;guns;64;88.706
3;opt;2048;random;8;282.398
3;opt;2048;random;16;292.262
3;opt;2048;random;32;259.985
3;opt;2048;random;64;198.193
3;opt;4096;guns;8;406.902
3;opt;4096;guns;16;316.506
3;opt;4096;guns;32;334.593
3;opt;4096;guns;64;333.132
3;opt;4096;random;8;1046.694
3;opt;4096;random;16;1036.040
3;opt;4096;random;32;897.529
3;opt;4096;random;64;763.821
4;opt;512;guns;8;7.561
4;opt;512;guns;16;6.788
4;opt;512;guns;32;6.705
4;opt;512;guns;64;6.422
4;opt;512;random;8;15.200
4;opt;512;random;16;13.274
4;opt;512;random;32;10.716
4;opt;512;random;64;10.483
4;opt;1024;guns;8;33.140
4;opt;1024;guns;16;29.737
4;opt;1024;guns;32;30.541
4;opt;1024;guns;64;33.799
4;opt;1024;random;8;83.724
4;opt;1024;random;16;87.832
4;opt;1024;random;32;59.918
4;opt;1024;random;64;51.974
4;opt;2048;guns;8;117.336
4;opt;2048;guns;16;82.886
4;opt;2048;guns;32;81.875
4;opt;2048;guns;64;89.223
4;opt;2048;random;8;271.716
4;opt;2048;random;16;287.160
4;opt;2048;random;32;260.490
4;opt;2048;random;64;198.201
4;opt;4096;guns;8;408.566
4;opt;4096;guns;16;318.678
4;opt;4096;guns;32;332.221
4;opt;4096;guns;64;313.546
4;opt;4096;random;8;1106.807
4;opt;4096;random;16;1045.555
4;opt;4096;random;32;896.471
4;opt;4096;random;64;765.710
5;opt;512;guns;8;7.557
5;opt;512;guns;16;6.788
5;opt;512;guns;32;6.760
5;opt;512;guns;64;6.465
5;opt;512;random;8;15.387
5;opt;512;random;16;13.381
5;opt;512;random;32;10.804
5;opt;512;random;64;10.578
5;opt;1024;guns;8;26.438
5;opt;1024;guns;16;32.615
5;opt;1024;guns;32;33.133
5;opt;1024;guns;64;38.021
5;opt;1024;random;8;84.096
5;opt;1024;random;16;87.890
5;opt;1024;random;32;61.625
5;opt;1024;random;64;59.026
5;opt;2048;guns;8;108.193
5;opt;2048;guns;16;90.263
5;opt;2048;guns;32;91.416
5;opt;2048;guns;64;89.794
5;opt;2048;random;8;269.712
5;opt;2048;random;16;286.424
5;opt;2048;random;32;238.733
5;opt;2048;random;64;199.738
5;opt;4096;guns;8;382.708
5;opt;4096;guns;16;351.789
5;opt;4096;guns;32;304.869
5;opt;4096;guns;64;313.179
5;opt;4096;random;8;1009.269
5;opt;4096;random;16;1044.906
5;opt;4096;random;32;913.211
5;opt;4096;random;64;793.739
