iteration;version;taille;conf;grain;temps;
1;global;512;guns;8;8.418
1;global;512;guns;16;8.415
1;global;512;guns;32;8.433
1;global;512;guns;64;8.435
1;global;512;random;8;8.407
1;global;512;random;16;8.415
1;global;512;random;32;8.422
1;global;512;random;64;8.433
1;global;1024;guns;8;37.232
1;global;1024;guns;16;37.201
1;global;1024;guns;32;37.205
1;global;1024;guns;64;37.217
1;global;1024;random;8;37.193
1;global;1024;random;16;37.201
1;global;1024;random;32;37.219
1;global;1024;random;64;37.233
1;global;2048;guns;8;147.429
1;global;2048;guns;16;121.330
1;global;2048;guns;32;122.194
1;global;2048;guns;64;121.989
1;global;2048;random;8;122.239
1;global;2048;random;16;121.975
1;global;2048;random;32;121.989
1;global;2048;random;64;122.201
1;global;4096;guns;8;481.133
1;global;4096;guns;16;481.148
1;global;4096;guns;32;481.313
1;global;4096;guns;64;481.268
1;global;4096;random;8;481.226
1;global;4096;random;16;481.024
1;global;4096;random;32;481.368
1;global;4096;random;64;481.048
2;global;512;guns;8;6.460
2;global;512;guns;16;6.472
2;global;512;guns;32;6.473
2;global;512;guns;64;6.480
2;global;512;random;8;6.477
2;global;512;random;16;6.469
2;global;512;random;32;6.485
2;global;512;random;64;6.482
2;global;1024;guns;8;30.234
2;global;1024;guns;16;37.196
2;global;1024;guns;32;37.195
2;global;1024;guns;64;37.225
2;global;1024;random;8;37.226
2;global;1024;random;16;37.203
2;global;1024;random;32;37.448
2;global;1024;random;64;37.234
2;global;2048;guns;8;142.819
2;global;2048;guns;16;133.767
2;global;2048;guns;32;122.192
2;global;2048;guns;64;121.992
2;global;2048;random;8;121.962
2;global;2048;random;16;121.996
2;global;2048;random;32;122.023
2;global;2048;random;64;122.219
2;global;4096;guns;8;481.400
2;global;4096;guns;16;481.283
2;global;4096;guns;32;481.387
2;global;4096;guns;64;481.222
2;global;4096;random;8;481.523
2;global;4096;random;16;481.178
2;global;4096;random;32;481.322
2;global;4096;random;64;481.405
3;global;512;guns;8;6.479
3;global;512;guns;16;6.463
3;global;512;guns;32;6.479
3;global;512;guns;64;6.485
3;global;512;random;8;6.465
3;global;512;random;16;6.465
3;global;512;random;32;6.636
3;global;512;random;64;6.480
3;global;1024;guns;8;30.249
3;global;1024;guns;16;37.484
3;global;1024;guns;32;37.216
3;global;1024;guns;64;37.232
3;global;1024;random;8;37.204
3;global;1024;random;16;37.215
3;global;1024;random;32;37.479
3;global;1024;random;64;37.235
3;global;2048;guns;8;148.255
3;global;2048;guns;16;138.337
3;global;2048;guns;32;122.250
3;global;2048;guns;64;122.006
3;global;2048;random;8;122.037
3;global;2048;random;16;122.717
3;global;2048;random;32;122.723
3;global;2048;random;64;123.100
3;global;4096;guns;8;483.869
3;global;4096;guns;16;483.997
3;global;4096;guns;32;483.957
3;global;4096;guns;64;484.075
3;global;4096;random;8;483.798
3;global;4096;random;16;484.060
3;global;4096;random;32;483.832
3;global;4096;random;64;484.498
4;global;512;guns;8;6.528
4;global;512;guns;16;6.524
4;global;512;guns;32;6.535
4;global;512;guns;64;6.532
4;global;512;random;8;6.530
4;global;512;random;16;6.527
4;global;512;random;32;6.528
4;global;512;random;64;6.533
4;global;1024;guns;8;30.450
4;global;1024;guns;16;37.235
4;global;1024;guns;32;37.244
4;global;1024;guns;64;37.256
4;global;1024;random;8;37.229
4;global;1024;random;16;37.500
4;global;1024;random;32;37.237
4;global;1024;random;64;37.249
4;global;2048;guns;8;146.719
4;global;2048;guns;16;142.337
4;global;2048;guns;32;122.725
4;global;2048;guns;64;122.916
4;global;2048;random;8;122.733
4;global;2048;random;16;122.729
4;global;2048;random;32;122.721
4;global;2048;random;64;122.703
4;global;4096;guns;8;484.080
4;global;4096;guns;16;484.173
4;global;4096;guns;32;484.069
4;global;4096;guns;64;484.069
4;global;4096;random;8;484.340
4;global;4096;random;16;484.879
4;global;4096;random;32;511.590
4;global;4096;random;64;483.841
5;global;512;guns;8;6.529
5;global;512;guns;16;6.514
5;global;512;guns;32;6.532
5;global;512;guns;64;6.532
5;global;512;random;8;6.520
5;global;512;random;16;6.517
5;global;512;random;32;6.531
5;global;512;random;64;6.542
5;global;1024;guns;8;30.440
5;global;1024;guns;16;40.295
5;global;1024;guns;32;37.212
5;global;1024;guns;64;37.195
5;global;1024;random;8;37.237
5;global;1024;random;16;38.893
5;global;1024;random;32;40.400
5;global;1024;random;64;40.915
5;global;2048;guns;8;163.993
5;global;2048;guns;16;125.123
5;global;2048;guns;32;127.326
5;global;2048;guns;64;126.689
5;global;2048;random;8;127.369
5;global;2048;random;16;125.199
5;global;2048;random;32;123.387
5;global;2048;random;64;125.181
5;global;4096;guns;8;495.769
5;global;4096;guns;16;495.587
5;global;4096;guns;32;520.966
5;global;4096;guns;64;528.787
5;global;4096;random;8;516.017
5;global;4096;random;16;483.034
5;global;4096;random;32;515.488
5;global;4096;random;64;483.087
